,Step,Amount,Nameorig,OldbalanceOrg,NewbalanceOrig,NameDest,OldbalanceDest,NewbalanceDest,IsFlaggedFraud,Type_CASH_IN,Type_CASH_OUT,Type_DEBIT,Type_PAYMENT,Type_TRANSFER,IsFraud
108,65,385556.82,2297034,385556.82,0.0,357537,0.0,0.0,0,False,False,False,False,True,1
109,143,7708.6,4559975,21107.0,13398.4,1225272,0.0,0.0,0,False,False,False,True,False,0
110,371,17003.73,2012543,283.44,0.0,2511955,0.0,0.0,0,False,False,False,True,False,0
111,419,3118811.65,6050877,3118811.65,0.0,151358,1163983.03,4282794.68,0,False,True,False,False,False,1
112,150,1335959.76,2116924,1335959.76,0.0,322690,0.0,0.0,0,False,False,False,False,True,1
113,378,502779.62,1189253,10253.0,0.0,171023,110929.41,613709.03,0,False,True,False,False,False,0
114,65,215.83,3954134,215.83,0.0,169987,0.0,0.0,0,False,False,False,False,True,1
115,35,8097.15,4369849,0.0,0.0,1492361,0.0,0.0,0,False,False,False,True,False,0
116,8,138596.36,193366,3143.0,0.0,196548,149884.4,80919.02,0,False,True,False,False,False,0
117,151,1766811.07,2669125,1766811.07,0.0,129914,618077.7,2384888.77,0,False,True,False,False,False,1
118,215,45053.05,262169,45053.05,0.0,300586,202038.75,247091.8,0,False,True,False,False,False,1
119,262,2016790.84,878255,2016790.84,0.0,238315,0.0,2016790.84,0,False,True,False,False,False,1
120,197,1961426.59,4091121,1961426.59,0.0,370065,0.0,0.0,0,False,False,False,False,True,1
121,371,62084.12,2708951,0.0,0.0,89703,172795.31,234879.43,0,False,True,False,False,False,0
122,692,349619.91,4703589,349619.91,0.0,150781,0.0,0.0,0,False,False,False,False,True,1
123,179,275690.78,4584508,0.0,0.0,312725,11358842.38,11634533.16,0,False,True,False,False,False,0
124,658,8730600.58,1375946,8730600.58,0.0,149528,0.0,0.0,0,False,False,False,False,True,1
125,190,605029.34,1935505,605029.34,0.0,553757,0.0,0.0,0,False,False,False,False,True,1
126,71,322113.91,2513137,322113.91,0.0,386171,0.0,0.0,0,False,False,False,False,True,1
127,211,185567.89,1559994,0.0,0.0,397610,1873697.35,2059265.24,0,False,True,False,False,False,0
128,399,14687.96,5964442,0.0,0.0,2520147,0.0,0.0,0,False,False,False,True,False,0
129,205,131072.8,5600689,0.0,0.0,346780,3080216.99,3211289.79,0,False,False,False,False,True,0
130,394,3354215.55,1970162,3354215.55,0.0,269842,0.0,3354215.55,0,False,True,False,False,False,1
131,607,243348.28,4872549,243348.28,0.0,541696,0.0,0.0,0,False,False,False,False,True,1
132,375,21156.25,2149762,30110.0,8953.75,2055908,0.0,0.0,0,False,False,False,True,False,0
133,322,67029.22,4338065,365.0,0.0,229445,1304937.37,1371966.59,0,False,True,False,False,False,0
134,37,1842.0,4127912,1842.0,0.0,218175,0.0,1842.0,0,False,True,False,False,False,1
135,136,5532.47,2123914,0.0,0.0,1071719,0.0,0.0,0,False,False,False,True,False,0
136,305,573507.99,2950190,7053.0,580560.99,262067,0.0,0.0,0,True,False,False,False,False,0
137,588,35859.91,1186170,14463.0,0.0,355991,22803.1,58663.01,0,False,True,False,False,False,0
138,280,461143.93,2114760,0.0,0.0,312982,4740773.43,5201917.36,0,False,False,False,False,True,0
139,596,43578.41,1760329,2112538.22,2156116.63,449414,787510.88,743932.47,0,True,False,False,False,False,0
140,130,74663.79,3844154,31362.0,0.0,514265,241101.73,315765.52,0,False,True,False,False,False,0
141,64,841052.98,2551213,841052.98,0.0,224065,0.0,841052.98,0,False,True,False,False,False,1
142,477,1720600.92,4825690,1720600.92,0.0,539269,0.0,0.0,0,False,False,False,False,True,1
143,382,33152.93,3542589,0.0,0.0,764035,0.0,0.0,0,False,False,False,True,False,0
144,351,11803.49,6046995,0.0,0.0,2309982,0.0,0.0,0,False,False,False,True,False,0
145,474,215339.41,2337765,1122.0,0.0,288023,3322.77,218662.18,0,False,True,False,False,False,0
146,305,145007.53,985547,0.0,0.0,356991,3817779.63,3962787.16,0,False,True,False,False,False,0
147,40,6099.4,2951467,0.0,0.0,1579080,0.0,0.0,0,False,False,False,True,False,0
148,18,131763.53,3191880,50050.0,181813.53,23364,0.0,0.0,0,True,False,False,False,False,0
149,154,1367557.87,2880373,11545.0,0.0,6898,176184.09,1543741.97,0,False,False,False,False,True,0
150,43,155373.48,251973,51099.0,0.0,531347,0.0,155373.48,0,False,True,False,False,False,0
151,38,219012.8,2631743,0.0,0.0,238135,2787526.36,3006539.16,0,False,True,False,False,False,0
152,182,186734.34,2688069,642.0,187376.34,60102,0.0,0.0,0,True,False,False,False,False,0
153,187,73080.33,3427198,371.0,73451.33,24207,0.0,0.0,0,True,False,False,False,False,0
154,297,250041.58,3291870,0.0,0.0,486060,1138034.13,1388075.71,0,False,True,False,False,False,0
155,251,221799.64,5266866,116949.0,338748.64,357539,523163.23,301363.58,0,True,False,False,False,False,0
156,15,199408.38,6150738,0.0,0.0,488098,244782.82,444191.2,0,False,True,False,False,False,0
157,4,169941.73,4842998,169941.73,0.0,333993,0.0,0.0,0,False,False,False,False,True,1
158,261,160762.59,2924886,100271.0,0.0,316225,248880.06,409642.65,0,False,True,False,False,False,0
159,44,117.01,939349,16929.0,16811.99,646673,0.0,0.0,0,False,False,False,True,False,0
160,142,15932.03,4510800,87670.18,71738.15,1096447,0.0,0.0,0,False,False,False,True,False,0
161,687,398157.05,402217,398157.05,0.0,21812,0.0,0.0,0,False,False,False,False,True,1
162,118,897427.17,536567,897427.17,0.0,300972,0.0,0.0,0,False,False,False,False,True,1
163,161,119089.88,3443947,838113.05,957202.92,463477,303553.77,184463.9,0,True,False,False,False,False,0
164,551,106100.41,1131587,11614.0,0.0,329425,245509.4,351609.81,0,False,True,False,False,False,0
165,25,802382.45,1127510,802382.45,0.0,13302,0.0,802382.45,0,False,True,False,False,False,1
166,36,48533.27,5794339,29421.0,0.0,39181,718219.23,766752.49,0,False,True,False,False,False,0
167,349,126212.26,441039,2521268.62,2647480.89,189803,2310365.44,2184153.18,0,True,False,False,False,False,0
168,550,342309.91,5242376,342309.91,0.0,218993,0.0,0.0,0,False,False,False,False,True,1
169,730,10000000.0,4101670,10000000.0,0.0,445965,62895.13,10062895.13,0,False,True,False,False,False,1
170,58,246938.77,1934036,246938.77,0.0,197654,0.0,0.0,0,False,False,False,False,True,1
171,225,235075.62,5550318,235075.62,0.0,125322,0.0,0.0,0,False,False,False,False,True,1
172,686,134227.05,43674,134227.05,0.0,40020,0.0,0.0,0,False,False,False,False,True,1
173,377,246187.49,4287989,4308158.36,4554345.85,305775,2453521.55,2207334.05,0,True,False,False,False,False,0
174,183,114354.58,944369,466.0,0.0,408774,518032.7,1235949.91,0,False,True,False,False,False,0
175,362,60450.18,3482050,60450.18,0.0,339717,0.0,0.0,0,False,False,False,False,True,1
176,690,66643.99,1747555,66643.99,0.0,159869,26677.15,93321.15,0,False,True,False,False,False,1
177,611,904338.88,381803,904338.88,0.0,451168,0.0,904338.88,0,False,True,False,False,False,1
178,39,162682.15,595581,51696.0,214378.15,348674,524834.92,362152.77,0,True,False,False,False,False,0
179,669,106290.68,985404,106290.68,0.0,505377,0.0,106290.68,0,False,True,False,False,False,1
180,399,68756.59,3369553,0.0,0.0,342485,1733315.49,1802072.08,0,False,True,False,False,False,0
181,347,61958.26,636541,4957616.23,5019574.49,15022,393584.77,331626.51,0,True,False,False,False,False,0
182,11,450622.52,5886485,103736.0,0.0,324582,493067.07,1093189.16,0,False,True,False,False,False,0
183,194,2942177.94,5719205,2942177.94,0.0,323540,0.0,2942177.94,0,False,True,False,False,False,1
184,355,15205.04,1196962,2221.0,0.0,1339858,0.0,0.0,0,False,False,False,True,False,0
185,203,4644693.12,5613140,4644693.12,0.0,542800,0.0,0.0,0,False,False,False,False,True,1
186,330,1031608.37,574712,1031608.37,0.0,382247,0.0,1031608.37,0,False,True,False,False,False,1
187,394,1684764.4,1407001,51909.0,0.0,264318,0.0,1684764.4,0,False,False,False,False,True,0
188,26,37065.55,3990556,37065.55,0.0,428401,1396327.66,1433393.21,0,False,True,False,False,False,1
189,133,212130.67,4257400,212130.67,0.0,516205,1542937.19,2133644.57,0,False,True,False,False,False,1
190,20,4353.39,4033540,371.0,0.0,1507705,0.0,0.0,0,False,False,False,True,False,0
191,477,815297.9,4819114,815297.9,0.0,269368,363475.49,1178773.39,0,False,True,False,False,False,1
192,182,140315.69,4989575,136887.0,0.0,488797,0.0,140315.69,0,False,True,False,False,False,0
193,230,5054.52,165181,36766.0,41820.52,495145,75147.63,70093.11,0,True,False,False,False,False,0
194,235,19209.64,3360906,110740.93,91531.29,2514992,0.0,0.0,0,False,False,False,True,False,0
195,380,84651.02,522399,7920.0,0.0,382651,0.0,84651.02,0,False,True,False,False,False,0
196,304,137284.85,4023824,0.0,0.0,440605,4067235.85,4204520.7,0,False,True,False,False,False,0
197,261,8639.93,1972430,8639.93,0.0,474484,0.0,0.0,0,False,False,False,False,True,1
198,251,318571.98,5165666,0.0,0.0,510657,592988.34,911560.33,0,False,True,False,False,False,0
199,273,159106.12,1195330,159106.12,0.0,372185,0.0,159106.12,0,False,True,False,False,False,1
200,166,3657.35,222466,0.0,0.0,2008827,0.0,0.0,0,False,False,False,True,False,0
201,495,2281.11,5959473,0.0,0.0,2500248,0.0,0.0,0,False,False,False,True,False,0
202,251,46077.51,4570938,3.0,0.0,237399,1065579.8,1130256.84,0,False,True,False,False,False,0
203,688,234690.37,337461,64350.0,299040.37,463929,0.0,0.0,0,True,False,False,False,False,0
204,694,10000000.0,5074866,10000000.0,0.0,366664,0.0,10000000.0,0,False,True,False,False,False,1
205,373,14263.11,4131106,0.0,0.0,1436427,0.0,0.0,0,False,False,False,True,False,0
206,715,212028.15,3742965,212028.15,0.0,249161,0.0,0.0,0,False,False,False,False,True,1
207,30,109401.88,3408631,109401.88,0.0,376301,0.0,0.0,0,False,False,False,False,True,1
208,133,212130.67,1529232,212130.67,0.0,103910,0.0,0.0,0,False,False,False,False,True,1
209,329,4447.84,928503,263833.0,259385.16,431029,0.0,4447.84,0,False,True,False,False,False,0
210,209,3221.77,1243007,225377.92,222156.15,661478,0.0,0.0,0,False,False,False,True,False,0
211,738,814689.88,1465622,814689.88,0.0,351246,0.0,814689.88,0,False,True,False,False,False,1
212,69,175328.85,2645743,175328.85,0.0,125122,0.0,0.0,0,False,False,False,False,True,1
213,262,2914653.69,4877388,2914653.69,0.0,149267,558015.85,3472669.53,0,False,True,False,False,False,1
214,228,22435.23,1245558,11283.0,0.0,2139255,0.0,0.0,0,False,False,False,True,False,0
215,650,71666.93,1792050,71666.93,0.0,217011,0.0,0.0,0,False,False,False,False,True,1
216,298,741.41,5108953,19976.0,19234.59,2253540,0.0,0.0,0,False,False,False,True,False,0
217,574,3675.11,786220,11351.0,7675.89,1151343,0.0,0.0,0,False,False,False,True,False,0
218,503,861189.54,1104714,861189.54,0.0,278444,0.0,0.0,0,False,False,False,False,True,1
219,301,203365.36,2080055,0.0,0.0,29785,1728087.36,1931452.72,0,False,True,False,False,False,0
220,612,11155.45,6171101,11155.45,0.0,383740,0.0,0.0,0,False,False,False,False,True,1
221,19,1593.51,1981999,84116.05,82522.54,1399014,0.0,0.0,0,False,False,False,True,False,0
222,353,25192.84,2196614,0.0,0.0,2301007,0.0,0.0,0,False,False,False,True,False,0
223,129,106943.35,1057544,11297.0,0.0,49900,0.0,106943.35,0,False,True,False,False,False,0
224,101,2222544.0,1738187,2222544.0,0.0,491457,0.0,0.0,0,False,False,False,False,True,1
225,201,202926.07,2983282,0.0,0.0,150764,5804709.19,6007635.26,0,False,False,False,False,True,0
226,400,51113.0,791790,51113.0,0.0,545409,3442151.74,3493264.74,0,False,True,False,False,False,1
227,306,25613.86,4829598,162.0,0.0,403202,1233642.99,1259256.86,0,False,True,False,False,False,0
228,525,203280.85,105057,203280.85,0.0,478936,0.0,203280.85,0,False,True,False,False,False,1
229,15,138163.15,4744377,5502586.26,5640749.41,156494,633061.29,494898.14,0,True,False,False,False,False,0
230,549,461442.52,5030420,461442.52,0.0,220587,0.0,0.0,0,False,False,False,False,True,1
231,398,10000000.0,1896389,15618179.9,5618179.9,473347,0.0,0.0,0,False,False,False,False,True,1
232,257,10216.27,4578092,28247.0,18030.73,2526817,0.0,0.0,0,False,False,False,True,False,0
233,375,102353.74,2869885,7363850.66,7466204.39,136375,10935689.87,10833336.14,0,True,False,False,False,False,0
234,348,4650.78,2263060,47798.77,43147.99,871528,0.0,0.0,0,False,False,False,True,False,0
235,177,11825.15,5814258,2829.63,0.0,2407789,0.0,0.0,0,False,False,False,True,False,0
236,277,43314.56,4174844,3178707.72,3222022.28,201872,755125.7,711811.15,0,True,False,False,False,False,0
237,402,267932.67,1094109,31420.0,299352.67,501668,0.0,0.0,0,True,False,False,False,False,0
238,299,1814666.73,4758209,30945.0,0.0,84916,0.0,2111562.05,0,False,False,False,False,True,0
239,42,5032484.73,2903513,5032484.73,0.0,290906,0.0,0.0,0,False,False,False,False,True,1
240,9,72854.02,705694,7148.0,0.0,247979,166827.63,0.0,0,False,True,False,False,False,0
241,164,22898.95,1591995,0.0,0.0,2578797,0.0,0.0,0,False,False,False,True,False,0
242,178,1796069.2,6068029,1796069.2,0.0,439781,0.0,0.0,0,False,False,False,False,True,1
243,41,17044.91,1541279,20047.0,3002.09,1419496,0.0,0.0,0,False,False,False,True,False,0
244,444,178616.12,2765180,178616.12,0.0,459844,0.0,0.0,0,False,False,False,False,True,1
245,445,2277862.67,230036,2277862.67,0.0,108723,0.0,0.0,0,False,False,False,False,True,1
246,162,820545.94,888526,294614.0,0.0,535604,898166.86,1718712.79,0,False,False,False,False,True,0
247,690,912950.54,2710288,912950.54,0.0,493908,2316416.53,3229367.07,0,False,True,False,False,False,1
248,218,957432.32,1365759,957432.32,0.0,171112,0.0,0.0,0,False,False,False,False,True,1
249,204,2956.31,2506818,0.0,0.0,2226971,0.0,0.0,0,False,False,False,True,False,0
250,10,8500.59,2994633,29541.0,21040.41,2388317,0.0,0.0,0,False,False,False,True,False,0
251,562,6324299.91,1820849,6324299.91,0.0,469187,411927.3,6736227.21,0,False,True,False,False,False,1
252,181,210579.75,4258389,69563.0,0.0,453847,276563.17,487142.92,0,False,True,False,False,False,0
253,539,198888.16,2210724,198888.16,0.0,436870,359018.15,557906.31,0,False,True,False,False,False,1
254,20,190989.0,27353,0.0,0.0,475813,2997604.2,3188593.21,0,False,True,False,False,False,0
255,38,68886.36,5827153,1278404.63,1347290.99,187021,141789.95,72903.59,0,True,False,False,False,False,0
256,380,46308.78,4468195,102656.61,148965.39,243453,1501972.89,1455664.12,0,True,False,False,False,False,0
257,131,19412.35,820575,0.0,0.0,2713567,0.0,0.0,0,False,False,False,True,False,0
258,205,230574.62,2913724,88151.73,0.0,248109,8515799.06,8746373.67,0,False,True,False,False,False,0
259,394,11305.79,5071801,0.0,0.0,1284227,0.0,0.0,0,False,False,False,True,False,0
260,194,651477.38,6089446,651477.38,0.0,134596,13160.86,664638.23,0,False,True,False,False,False,1
261,38,163447.93,2235045,81376.0,0.0,272050,58751.61,222199.54,0,False,True,False,False,False,0
262,370,185608.27,51978,497.0,0.0,114820,0.0,185608.27,0,False,True,False,False,False,0
263,308,7754.89,2545424,297968.0,305722.89,113341,6041.96,0.0,0,True,False,False,False,False,0
264,514,347381.33,2869871,7084.0,0.0,138008,1407022.77,1754404.1,0,False,True,False,False,False,0
265,194,1584.19,1978107,0.0,0.0,1701870,0.0,0.0,0,False,False,False,True,False,0
266,252,285798.65,5167923,0.0,0.0,44946,384709.95,670508.6,0,False,True,False,False,False,0
267,22,14191.19,3309831,20330.0,6138.81,2025556,0.0,0.0,0,False,False,False,True,False,0
268,654,1290224.84,4041591,1290224.84,0.0,351428,0.0,0.0,0,False,False,False,False,True,1
269,605,504532.72,4422878,504532.72,0.0,4951,0.0,504532.72,0,False,True,False,False,False,1
270,308,18527.47,4695622,12443.0,0.0,1661210,0.0,0.0,0,False,False,False,True,False,0
271,286,2674794.22,4291129,2674794.22,0.0,330526,1380829.87,4055624.09,0,False,True,False,False,False,1
272,357,790332.43,4359133,790332.43,0.0,492153,2384548.88,3174881.31,0,False,True,False,False,False,1
273,424,5475018.52,1492497,5475018.52,0.0,10220,205724.59,5680743.11,0,False,True,False,False,False,1
274,236,319636.13,5155454,65074.52,0.0,333721,368552.49,688188.62,0,False,True,False,False,False,0
275,384,56517.37,4794497,56517.37,0.0,139253,0.0,0.0,0,False,False,False,False,True,1
276,324,9680.71,1949065,189307.59,179626.87,1065282,0.0,0.0,0,False,False,False,True,False,0
277,163,198541.76,5860193,168807.0,0.0,175653,0.0,198541.76,0,False,True,False,False,False,0
278,158,78473.85,4981760,11511819.11,11590292.96,445560,179230.04,100756.2,0,True,False,False,False,False,0
279,115,116977.16,1840341,116977.16,0.0,197112,285995.28,402972.44,0,False,True,False,False,False,1
280,492,217717.0,6281108,39612.0,257329.0,230480,1676633.58,1458916.58,0,True,False,False,False,False,0
281,424,2772748.37,4268887,2772748.37,0.0,259567,0.0,0.0,0,False,False,False,False,True,1
